"COU","Country","SEX","Sex","IND","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,54,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2019","2019","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2020","2020","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2021","2021","WEEK","Weeks","0","Units",,,50,,
"DNK","Denmark","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2022","2022","WEEK","Weeks","0","Units",,,50,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1990","1990","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1991","1991","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1992","1992","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1993","1993","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1994","1994","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1995","1995","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1996","1996","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1997","1997","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1998","1998","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","1999","1999","WEEK","Weeks","0","Units",,,0,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2000","2000","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2001","2001","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2002","2002","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2003","2003","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2004","2004","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2005","2005","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2006","2006","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2007","2007","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2008","2008","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2009","2009","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2010","2010","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2011","2011","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2012","2012","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2013","2013","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2019","2019","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2020","2020","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2021","2021","WEEK","Weeks","0","Units",,,0.4,,
"GRC","Greece","TOTAL","Total","FAM12B","Length of paid paternity and parental leave reserved for fathers in weeks","2022","2022","WEEK","Weeks","0","Units",,,11.5,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.05,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.64,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.64,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.61,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.69,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.67,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,0.73,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,0.74,,
"HUN","Hungary","TOTAL","Total","FAM11D","Public social expenditure on tax breaks for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,0.73,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2005","2005","PC","Percentage","0","Units",,,87.6,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2010","2010","PC","Percentage","0","Units",,,94.2,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2011","2011","PC","Percentage","0","Units",,,96.6,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2012","2012","PC","Percentage","0","Units",,,95.5,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2013","2013","PC","Percentage","0","Units",,,95.8,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2014","2014","PC","Percentage","0","Units",,,95.8,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2015","2015","PC","Percentage","0","Units",,,96,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2016","2016","PC","Percentage","0","Units",,,94.9,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2017","2017","PC","Percentage","0","Units",,,94.6,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2018","2018","PC","Percentage","0","Units",,,94.2,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2019","2019","PC","Percentage","0","Units",,,94,,
"DEU","Germany","TOTAL","Total","FAM14","Proportion (%) of children aged 3-5 enrolled in pre-primary education or primary school","2020","2020","PC","Percentage","0","Units",,,93.7,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,-24,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,-19.3,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,-16.3,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,-13.2,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,-19.6,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,2.5,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,2.4,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,-15.2,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,-14.1,,
"LTU","Lithuania","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,-17.9,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2005","2005","PC","Percentage","0","Units",,,0.7,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2006","2006","PC","Percentage","0","Units",,,1.2,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2007","2007","PC","Percentage","0","Units",,,0.8,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2008","2008","PC","Percentage","0","Units",,,1.2,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2009","2009","PC","Percentage","0","Units",,,0.9,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2010","2010","PC","Percentage","0","Units",,,0.8,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2011","2011","PC","Percentage","0","Units",,,0.7,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2012","2012","PC","Percentage","0","Units",,,0.6,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2013","2013","PC","Percentage","0","Units",,,0.5,,
"EST","Estonia","TOTAL","Total","FAM15A","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 133% of average earnings","2014","2014","PC","Percentage","0","Units",,,0.5,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2001","2001","PC","Percentage","0","Units",,,-1.3,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2002","2002","PC","Percentage","0","Units",,,-1.4,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2003","2003","PC","Percentage","0","Units",,,-1.3,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2004","2004","PC","Percentage","0","Units",,,-1.3,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2005","2005","PC","Percentage","0","Units",,,-1.3,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2006","2006","PC","Percentage","0","Units",,,-1.2,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2007","2007","PC","Percentage","0","Units",,,-1.4,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2008","2008","PC","Percentage","0","Units",,,-1.5,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2009","2009","PC","Percentage","0","Units",,,-1.4,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2010","2010","PC","Percentage","0","Units",,,-1.3,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2011","2011","PC","Percentage","0","Units",,,-1.2,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2012","2012","PC","Percentage","0","Units",,,-1.2,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2013","2013","PC","Percentage","0","Units",,,-1.1,,
"POL","Poland","TOTAL","Total","FAM15B","Proportional difference in net transfers to government between single-earner and equal dual-earner couple households: household earnings at 200% of average earnings","2014","2014","PC","Percentage","0","Units",,,-1,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.42,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.42,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.44,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.45,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.44,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.44,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.54,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2008","2008","PC","Percentage","0","Units",,,0.65,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2009","2009","PC","Percentage","0","Units",,,0.84,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2010","2010","PC","Percentage","0","Units",,,0.81,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2011","2011","PC","Percentage","0","Units",,,0.73,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2012","2012","PC","Percentage","0","Units",,,0.75,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2013","2013","PC","Percentage","0","Units",,,0.78,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2014","2014","PC","Percentage","0","Units",,,0.8,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2015","2015","PC","Percentage","0","Units",,,0.95,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2016","2016","PC","Percentage","0","Units",,,1.03,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2017","2017","PC","Percentage","0","Units",,,1.05,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2018","2018","PC","Percentage","0","Units",,,1.02,,
"CHL","Chile","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2019","2019","PC","Percentage","0","Units",,,1.01,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1990","1990","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1991","1991","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1992","1992","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1993","1993","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1994","1994","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1995","1995","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1996","1996","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1997","1997","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1998","1998","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","1999","1999","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2000","2000","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2001","2001","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2002","2002","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2003","2003","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2004","2004","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2005","2005","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2006","2006","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2007","2007","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2008","2008","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2009","2009","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2010","2010","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2011","2011","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2012","2012","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2013","2013","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2014","2014","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2015","2015","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2016","2016","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2017","2017","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2018","2018","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2019","2019","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2020","2020","WEEK","Weeks","0","Units",,,26,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2021","2021","WEEK","Weeks","0","Units",,,32,,
"ISL","Iceland","TOTAL","Total","FAM12A","Length of paid maternity, parental and home care leave available to mothers in weeks","2022","2022","WEEK","Weeks","0","Units",,,32,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2001","2001","PC","Percentage","0","Units",,,0.23,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2002","2002","PC","Percentage","0","Units",,,0.24,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2003","2003","PC","Percentage","0","Units",,,0.27,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2004","2004","PC","Percentage","0","Units",,,0.28,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2005","2005","PC","Percentage","0","Units",,,0.28,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2006","2006","PC","Percentage","0","Units",,,0.28,,
"IRL","Ireland","TOTAL","Total","FAM11C","Public social expenditure on services and in-kind benefits for families as a % of GDP","2007","2007","PC","Percentage","0","Units",,,0.31,,
