"COUNTRY","Country","SEX","Sex","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,4.4444444444,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,8.9989888777,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,10,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,10,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,2,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,6.976744186,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,6.976744186,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,13.2245748,,
"MEX","Mexico","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,6.8699485672,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,14.387755102,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,12.210338681,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,11.430990686,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,11.260504202,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,21.147686943,,
"ESP","Spain","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,12.31185794,,
"SVN","Slovenia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,3.8730751283,,
"SVN","Slovenia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,4.2959427208,,
"SVN","Slovenia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,10.56998557,,
"SVN","Slovenia","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,12.733333333,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,25.266666667,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,22.451169779,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,21.241961415,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,21.236041586,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,22.566554872,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,27.776875939,,
"FRA","France","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,27.144033586,,
"MLT","Malta","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,7.4407195421,,
"MLT","Malta","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,7.0678796361,,
"MLT","Malta","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,8.9894606324,,
"MLT","Malta","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,11.09375,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,19.75308642,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,22.190201729,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,24.634420697,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,22.906793049,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,22.076444633,,
"BGR","Bulgaria","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,22.09205164,,
"HRV","Croatia","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,3.8323353293,,
"HRV","Croatia","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,7.9150579151,,
"HRV","Croatia","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,7.5748522944,,
"HUN","Hungary","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,7.6002232077,,
"HUN","Hungary","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,9.2766674566,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,27.389612882,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,25.274140683,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,27.366820843,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,28.83113714,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,27.697809298,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,23.305604596,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,25.314190712,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,24.417784051,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,25.365423729,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,25.653631285,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,23.370658619,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,20.661056556,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,21.130036073,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,23.122889724,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,20.052658618,,
"FIN","Finland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,21.470731373,,
"ISL","Iceland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,25.123595506,,
"ISL","Iceland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,23.34452975,,
"ISL","Iceland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,21.278140886,,
"ISL","Iceland","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,17.608798486,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,15.042620803,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,14.595522102,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,14.933593603,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,14.993453742,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,14.095554984,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,13.671096233,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,12.551020408,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,12.566666667,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,12.491846053,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,12.491846053,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,12.634238787,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,11.827303132,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,11.373707533,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,10.882016037,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,10.23255814,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,7.8830083565,,
"GBR","United Kingdom","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,8.5255247473,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,38.424197162,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,38.199513382,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,37.102539981,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,36.284028174,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,35.013518733,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,34.756452552,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,33.845858159,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,34.247619048,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,33.314009662,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,32.4784689,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,33.133769878,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,32.313503305,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,32.03938648,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,32.701688555,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,31.343002449,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,31.969839774,,
"JPN","Japan","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,30.588907947,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,17.498613422,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,18.257288969,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,16.963142536,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,18.440258652,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,16.293833132,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,16.849731246,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,16.172868038,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,16.294642857,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,15.785440613,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,16.928,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,16.285357737,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,14.995840266,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,14.642857143,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,14.334341906,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,14.280761707,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,13.625189107,,
"CAN","Canada","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,13.194444444,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2005","2005",,,"0","Units",,,12.5,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2006","2006",,,"0","Units",,,12.5,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,17.312661499,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,16.666666667,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,6.25,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,16.666666667,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,16.666666667,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,14.728682171,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,6.976744186,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,4.4444444444,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,14,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,14.285714286,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,13.178294574,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,12.5,,
"MEX","Mexico","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,6.976744186,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2007","2007",,,"0","Units",,,42.857142857,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2008","2008",,,"0","Units",,,42.857142857,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2009","2009",,,"0","Units",,,46.666666667,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2010","2010",,,"0","Units",,,50,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2011","2011",,,"0","Units",,,40,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2012","2012",,,"0","Units",,,44.444444444,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2013","2013",,,"0","Units",,,37.5,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2014","2014",,,"0","Units",,,44.444444444,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2015","2015",,,"0","Units",,,45.833333333,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2016","2016",,,"0","Units",,,33.333333333,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2017","2017",,,"0","Units",,,39.240506329,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2018","2018",,,"0","Units",,,40,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2019","2019",,,"0","Units",,,35.714285714,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2020","2020",,,"0","Units",,,25,,
"COL","Colombia","MW","All persons","GWG1","Gender wage gap at 1st decile (bottom)","2021","2021",,,"0","Units",,,28.571428571,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2005","2005",,,"0","Units",,,20.099255583,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,17.802768166,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2007","2007",,,"0","Units",,,17.521704815,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2008","2008",,,"0","Units",,,16.444769568,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2009","2009",,,"0","Units",,,16.432721259,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,14.851117649,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2011","2011",,,"0","Units",,,15.449856429,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2012","2012",,,"0","Units",,,15.965269161,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2013","2013",,,"0","Units",,,14.109329757,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,14.350047529,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2015","2015",,,"0","Units",,,13.376624885,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2016","2016",,,"0","Units",,,13.899182143,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2017","2017",,,"0","Units",,,15.040042332,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,15.662080133,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,13.869849949,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,11.014467821,,
"SVK","Slovak Republic","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,11.700371359,,
"IRL","Ireland","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,19.602019602,,
"IRL","Ireland","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,14.345864662,,
"IRL","Ireland","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,10.606060606,,
"IRL","Ireland","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,8.2840236686,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,8.4656084656,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,19.055649241,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,21.122994652,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,20.289855072,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,19.759401058,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,22.709678284,,
"LVA","Latvia","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,23.95269832,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,22.3216569147949,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,21.7629701824472,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,22.1365772094373,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,22.3666102844307,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,20.8826701845607,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,19.5252194466496,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,19.2501390903856,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,19.4788216770627,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,19.5587284239933,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,19.7566057007446,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,19.5716993319963,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,19.0952901099019,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,18.5608774046638,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,18.3411497750404,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,18.1583166952976,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,17.4255296365879,,
"OECD","OECD countries","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,17.140425227773,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2005","2005",,,"0","Units",,,39.616632359,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,39.774144311,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2007","2007",,,"0","Units",,,38.162064282,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2008","2008",,,"0","Units",,,39.037441734,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2009","2009",,,"0","Units",,,38.614682704,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,39.605857342,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2011","2011",,,"0","Units",,,36.5642295,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2012","2012",,,"0","Units",,,36.298529966,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2013","2013",,,"0","Units",,,36.599634369,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,36.653176139,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2015","2015",,,"0","Units",,,37.176281754,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2016","2016",,,"0","Units",,,36.666666667,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2017","2017",,,"0","Units",,,34.617382557,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,34.107310951,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2019","2019",,,"0","Units",,,32.480444715,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2020","2020",,,"0","Units",,,31.48475223,,
"KOR","Korea","MW","All persons","GWG5","Gender wage gap at median","2021","2021",,,"0","Units",,,31.064839435,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2005","2005",,,"0","Units",,,25.257731959,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2006","2006",,,"0","Units",,,24.812030075,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2007","2007",,,"0","Units",,,23.960880196,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2008","2008",,,"0","Units",,,24.074074074,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2009","2009",,,"0","Units",,,23.076923077,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2010","2010",,,"0","Units",,,21.700223714,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2011","2011",,,"0","Units",,,21.538461538,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2012","2012",,,"0","Units",,,20.770877944,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2013","2013",,,"0","Units",,,20.208333333,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2014","2014",,,"0","Units",,,19.551934827,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2015","2015",,,"0","Units",,,18.875502008,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2016","2016",,,"0","Units",,,17.878192534,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2017","2017",,,"0","Units",,,16.730769231,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2018","2018",,,"0","Units",,,15.254237288,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2019","2019",,,"0","Units",,,14.814814815,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2020","2020",,,"0","Units",,,14,,
"SWE","Sweden","MW","All persons","GWG9","Gender wage gap at 9th decile (top)","2021","2021",,,"0","Units",,,14.561403509,,
"TUR","Türkiye","MW","All persons","GWG5","Gender wage gap at median","2006","2006",,,"0","Units",,,3.2069970845,,
"TUR","Türkiye","MW","All persons","GWG5","Gender wage gap at median","2010","2010",,,"0","Units",,,3.1042128603,,
"TUR","Türkiye","MW","All persons","GWG5","Gender wage gap at median","2014","2014",,,"0","Units",,,6.8825910931,,
"TUR","Türkiye","MW","All persons","GWG5","Gender wage gap at median","2018","2018",,,"0","Units",,,9.980806142,,
